inputName,size,a[size]
values_338,10,"{-40, -108, -55, -42, -59, -74, 101, -120, 34, -20"
values_461,7,"{-101, 65, -31, -16, -103, 20, 39"
values_730,28,"{-59, 12, -30, 113, 31, -84, -91, 111, -91, 81, -49, 3, 113, -20, -86, -43, 20, -37, 90, -88, -68, -15, 59, -27, 73, 96, -85, 110"
values_734,15,"{118, -68, 69, -15, -110, -29, 18, 72, -41, 99, 4, -11, 1, -53, -56"
values_51,12,"{-19, -75, 22, -2, -91, 49, -19, -39, -104, -2, 3, 28"
values_678,13,"{-34, -56, 34, 40, -13, -81, -111, 118, 25, -68, -91, -65, -11"
values_327,24,"{-75, 79, 111, -62, 84, 119, -69, -99, 3, 112, -114, 114, 34, -45, 69, -115, -80, -44, -85, -44, 55, 91, -4, -41"
values_473,26,"{78, 28, 58, 90, 0, 41, -53, -11, -17, 27, -76, -112, -41, 74, -25, -35, -52, -57, 120, 83, 93, 92, 51, 38, -54, -8"
values_453,4,"{-124, 107, 25, 106"
values_154,6,"{6, 8, 72, -82, -46, 74"
values_452,7,"{-44, 69, 21, -93, 14, 104, -118"
values_221,12,"{64, 47, 100, 8, -54, -93, -81, -111, 22, -40, -69, 80"
values_323,3,"{81, 5, 64"
values_844,23,"{105, 98, -18, 105, -85, -53, -109, -80, 81, 31, 29, 27, -3, 104, 52, -15, -31, -66, -43, -91, -118, -48, 40"
values_673,5,"{34, 120, -32, 72, -78"
values_427,17,"{94, 75, 107, 0, 76, -118, -30, -10, 87, 100, 91, -80, -80, 63, -64, -15, -90"
values_933,4,"{-82, 56, -29, -63"
values_802,16,"{-69, -20, -39, 70, -110, 53, -120, -81, -104, -126, -62, -76, -54, 60, 75, 114"
values_852,21,"{98, -121, -38, -102, 52, 36, -38, -18, -65, 90, -95, -39, -56, 49, -8, 31, -124, 59, -71, -62, 83"
values_487,6,"{41, -10, 107, -124, 72, -111"
values_762,2,"{75, 101"
values_515,20,"{98, -88, 52, -43, 80, -84, 93, 107, 28, 90, -81, -86, -118, -68, 126, 77, 40, 94, 86, 107"
values_479,6,"{22, 85, -55, -51, -119, -41"
values_948,25,"{37, -26, -125, -67, 94, 6, -87, 126, 96, -55, -2, -53, -43, -56, -117, -67, -91, 41, 37, 45, 97, 18, -8, -60, 23"
values_467,21,"{72, 74, 55, -3, -33, -96, 18, 82, 122, -111, 34, -39, -28, 51, 16, 15, 98, -123, -125, -87, 70"
values_14,9,"{-61, 45, 61, -16, -53, 53, 84, -33, 33"
values_868,18,"{-44, -81, 100, -67, 18, -31, 41, -107, -112, 3, -114, 95, -99, -23, -9, 41, -16, 58"
values_188,19,"{62, -35, 43, 26, -119, 113, -81, -13, 35, 63, -96, -33, 100, -54, -42, 93, -27, -11, -68"
values_489,4,"{-82, -91, -67, -95"
values_865,10,"{-111, -90, 28, 100, 37, -61, 77, 96, 97, -9"
values_728,3,"{-115, -109, -27"
values_996,22,"{39, 73, -85, -45, 23, -100, 26, -55, 4, 34, 12, 33, 63, 83, -68, -59, -115, 93, -8, 43, -2, -100"
values_277,7,"{-39, -61, -104, 9, -69, -122, -45"
values_936,16,"{116, -67, 9, -71, -52, 18, 37, 114, 68, -93, -111, 113, -97, -77, 23, -83"
values_554,16,"{36, -123, 105, 55, -18, -56, -84, -52, -96, 57, -93, 38, -79, 4, -1, -21"
values_763,19,"{-7, -46, 118, 34, 28, -119, 108, -11, 2, 119, -64, -121, 60, -117, 65, 106, -63, 91, -24"
values_834,3,"{-70, 104, 19"
values_613,22,"{-91, -34, -116, -8, 5, -84, 126, 54, 113, -98, -81, -122, -74, 106, -30, -11, -73, 64, 121, 58, -75, 31"
values_907,7,"{-116, -46, -20, -11, -76, 32, 87"
values_825,18,"{36, -69, 117, 101, -39, -38, -55, -56, 23, -43, -1, -12, 3, -86, 68, -24, -42, 41"
values_308,8,"{-88, 108, -109, 45, 21, 33, 59, 108"
values_294,13,"{-34, -72, -86, 53, 22, 16, -124, 123, 119, -24, -37, -59, 68"
values_522,24,"{124, -14, -30, -69, -22, -11, -94, -88, -13, 53, -60, -52, 85, -74, -25, 13, 124, -54, 105, -100, -78, 104, 29, -106"
values_322,28,"{-28, -80, -123, 34, -95, -119, 122, 126, -30, -110, -9, 39, -60, -72, -61, 126, 109, 120, -62, -70, 34, -98, -40, 57, -46, -41, 107, 2"
values_28,21,"{-111, -110, -23, -103, 32, 8, 84, 124, -83, 41, 121, 13, 30, -108, 31, 64, 109, -52, 79, 67, 29"
values_760,25,"{-24, 4, -83, -6, -20, 63, 4, 115, 34, -110, -125, 48, -60, -25, -18, -56, -60, 33, 40, -109, -99, -116, 115, -36, 10"
values_559,18,"{-125, -118, 39, 34, -25, 46, 37, 65, 119, -80, -13, -72, -33, 21, 86, 55, -30, 31"
values_685,5,"{23, -125, -34, 118, -15"
values_908,17,"{-96, -31, 112, -1, 124, 103, 33, 72, -78, 15, -87, -117, 18, 87, 69, 13, 66"
values_919,15,"{-32, 105, -92, 82, -69, -119, 64, 26, 55, 23, 61, 116, -109, 70, -63"
values_724,6,"{67, 125, 35, -118, -24, 75"
values_947,19,"{29, -72, 27, -84, 119, -18, -23, -30, -126, 119, 122, 73, 62, 101, -99, -72, 72, 82, 19"
values_214,14,"{112, -42, 69, 76, -123, 34, 51, -25, 26, -72, -75, 8, -78, -73"
values_468,23,"{69, 99, 21, 38, 100, 113, 49, -111, -92, -87, 36, -47, -101, -42, -78, -6, -11, 70, 0, -98, 115, 14, 85"
values_967,17,"{5, 88, -14, -60, -53, 21, 81, -108, -105, -15, -47, -44, -84, 43, -97, 119, 17"
values_234,13,"{-16, -114, 53, 98, -17, 26, 21, -71, -82, 40, -1, 4, -106"
values_983,9,"{-7, 10, -95, 102, 16, -64, 24, -1, -113"
values_719,27,"{-60, 12, 120, 105, 4, 69, -111, -53, -28, -46, 97, -107, -28, -45, 106, -30, 70, -80, -107, -41, 61, -56, -104, -62, -81, -39, 114"
values_110,20,"{83, 125, -113, 95, -16, -65, 112, -81, 1, 87, -42, 29, 53, -75, 10, 52, 108, -69, -69, -14"
values_235,3,"{93, 46, -61"
values_588,5,"{-5, -57, 30, -92, -110"
values_185,20,"{-15, 88, -47, 96, 39, -63, 77, 109, 30, 79, -75, 39, 15, 103, -40, -123, 125, 120, 117, -96"
values_732,14,"{31, -73, 65, 105, 27, 20, 105, 114, -83, -101, 52, 25, 24, -63"
values_896,28,"{91, 5, -112, -105, -75, -119, 3, 32, 22, 120, 73, -83, -102, 63, 21, 49, 23, 80, -23, -111, -72, 48, -28, 79, -57, 95, 22, -93"
values_888,20,"{-20, -15, 38, 24, -107, -33, -50, 49, -106, -112, 97, -26, 33, -6, -98, 88, -119, -116, -36, -110"
values_923,10,"{31, 16, -122, -21, 52, 67, 2, 97, -65, 15"
values_767,8,"{-86, 80, -57, -86, 60, 125, 41, -71"
values_179,26,"{58, 95, -88, 31, 60, -95, 13, -42, -8, -100, 27, -62, -39, -108, 1, -29, -89, -121, 117, 22, -88, 16, 81, -118, 10, 42"
values_195,20,"{-45, 26, 106, -111, -55, 86, -66, -95, -111, 116, -114, 58, -54, 25, -124, 17, -50, 110, -12, 91"
values_148,10,"{74, 123, 78, -34, -76, -83, 119, 31, 28, -33"
values_917,6,"{-15, 52, -50, 96, -32, 34"
values_634,4,"{60, -101, -39, 124"
values_157,13,"{-90, 42, -114, 43, -59, 5, -35, -41, -66, -68, 43, -93, -76"
values_314,23,"{101, 113, -100, -126, 67, 95, 32, -88, -67, -47, 13, 54, -45, 21, 104, 18, -38, 50, -13, 107, -19, -71, 50"
values_879,28,"{-19, -32, 1, -22, -107, 120, 103, 88, -109, 29, -86, 67, 125, 18, -70, 53, 99, 126, 113, 60, 28, 16, 72, -11, 9, -34, 119, 118"
values_16,19,"{-116, 65, -24, 17, -70, 29, -115, -56, -93, -93, 95, -85, 69, -29, -98, -107, -61, 4, -2"
values_839,20,"{-56, 104, 37, 50, 33, -99, 95, -81, 85, 88, -92, 117, 13, 94, 73, -78, 82, -62, -114, -54"
values_150,8,"{64, 27, 37, 11, -47, 71, -97, 41"
values_835,17,"{-76, -64, 73, 37, 51, -81, -83, 84, -91, 26, 94, 4, -36, 84, -52, 118, 59"
values_161,7,"{40, -77, 40, -85, 16, -54, 3"
values_34,5,"{30, -18, -70, -36, 122"
values_959,26,"{-51, 60, 29, 118, -123, -56, 69, -58, -55, -82, 63, -63, 113, -20, 66, -111, -109, -61, 20, 80, -60, -39, -32, 53, -65, 43"
values_264,28,"{61, 35, -63, 0, -108, 82, -50, -10, -60, 115, 10, -114, 114, -50, 91, -98, -28, 108, -18, 104, -81, 30, 49, -97, -43, 93, -82, -21"
values_123,21,"{22, -48, -90, -17, -83, -100, -61, -71, -45, 52, 3, -42, 64, -16, 83, -69, 16, 100, -57, -124, -121"
values_623,26,"{-81, -113, -70, 11, -65, 6, -43, 30, -109, -19, -9, -68, -69, 66, 14, 124, -22, 112, 77, -34, 95, 106, 10, -73, 6, 104"
values_187,9,"{1, 72, 70, -1, -37, 101, 120, -38, 57"
values_575,2,"{77, 98"
values_466,21,"{14, 70, -90, 75, -124, -126, -35, 44, 120, 15, -16, -69, 100, 6, 62, -112, 48, 124, 24, 111, 19"
values_621,16,"{-81, 49, -62, 61, -75, -58, 55, 86, 23, 35, 19, 28, -50, 104, -89, -11"
values_82,17,"{47, 85, -58, -37, -66, -84, -79, -116, 26, -31, -113, 119, -101, -65, -55, 1, -24"
values_352,24,"{-111, 11, -66, 109, 21, 102, 46, 42, 79, -62, 106, 73, 31, 52, -25, -2, 108, -41, -94, -81, 97, -101, -63, -6"
values_779,10,"{118, 58, 124, 85, -91, -10, -79, -28, 70, 100"
values_946,4,"{-1, 3, -43, -101"
values_756,5,"{47, -27, -8, -23, -47"
values_502,28,"{46, -74, -47, -11, -45, 125, -62, 62, 53, -77, -32, -37, 71, -74, 31, -23, -51, 110, 111, -86, -125, -119, -111, 38, -81, -39, 61, 51"
values_641,25,"{79, -42, -41, -60, -71, 76, -34, 78, -60, -26, 61, 17, 40, 72, -46, -50, 114, -52, -124, -92, -55, -86, -26, -61, -58"
values_882,5,"{30, 65, -90, -84, 20"
values_46,5,"{-72, -95, -49, 88, -30"
values_721,2,"{62, -15"
values_105,2,"{-119, 95"
values_284,6,"{-17, 20, 9, -22, -9, -19"
values_295,11,"{-32, 46, -121, -44, 121, 23, 24, 39, 78, 94, 1"
values_423,19,"{65, -101, 109, 116, -75, -125, 93, 123, 118, 15, -29, 26, 39, -72, 80, 76, 83, 82, -27"
values_544,11,"{80, 45, 27, -109, -120, 44, 99, -8, -2, 113, 123"
values_384,5,"{-95, 31, -50, -94, 92"
values_206,23,"{-92, -80, -49, -28, -67, -31, -6, -111, 126, 84, 47, 2, 22, -30, 58, -84, -80, -111, 120, -61, 123, 63, 112"
values_817,7,"{7, 64, -104, 22, -38, -93, 28"
values_788,21,"{16, 12, 4, -51, 54, -35, 59, -61, -58, -56, -114, 47, 6, -66, -69, -114, -76, 122, -115, -90, -70"
values_205,22,"{68, 126, -119, 108, -86, -13, 118, -58, 125, 85, -106, -18, 59, -75, -106, -44, -91, 73, 82, 82, 101, -20"
values_243,24,"{-126, 44, -87, 95, -44, 50, -36, 38, 82, 112, -77, 108, 101, -73, 76, 43, -51, -41, 108, 114, 99, 26, -26, -78"
values_619,5,"{119, 73, 80, 29, -1"
values_514,21,"{43, 11, 97, 108, 115, -58, 18, 102, 35, -53, -119, 35, -73, 8, -40, 1, -78, 30, -75, -99, 27"
values_703,9,"{-19, 52, 92, -34, -93, -15, 26, 78, 24"
values_605,18,"{-2, -79, 121, -122, 109, -88, 98, -13, -41, -14, 86, -93, 11, -24, -65, -28, -47, 88"
values_659,10,"{-16, 98, 122, -112, -24, 13, 51, -7, 35, -40"
values_929,23,"{-50, 61, 114, 49, -74, 24, 8, 56, -2, -29, -7, 118, -81, 14, 101, 100, 58, 117, 50, 29, 23, 123, -70"
values_365,5,"{-77, -23, -125, 36, -31"
values_495,27,"{-32, -74, 24, -78, -16, -4, 9, 71, -120, -120, 112, -113, -71, -20, 24, 80, -75, -20, 73, -52, -105, -82, -60, 106, -10, -57, -63"
values_431,17,"{-52, -46, -34, 97, -92, -26, -24, -61, -92, 98, -66, 21, -103, 85, -18, -100, -19"
values_482,10,"{43, 91, -80, -41, -64, 84, -12, 105, -102, 115"
values_611,18,"{-93, -3, 57, 102, -87, 58, -19, 16, 55, 54, 63, 69, 114, -120, 32, 52, 125, 60"
values_846,21,"{83, -113, -114, -31, -38, -46, 30, 0, 75, -40, -124, 81, -58, 33, -3, -60, -117, -69, -24, -74, 48"
values_27,2,"{-102, 26"
values_736,21,"{44, 3, 61, -14, 15, 72, -22, 114, -46, -17, -12, 41, -27, 39, -67, 74, 13, -22, 28, 24, -100"
values_815,6,"{94, -95, -20, 121, -6, -6"
values_145,8,"{112, 51, -117, -98, 9, 11, -9, 99"
values_582,27,"{-2, 65, 24, -90, 78, -121, 81, -81, 73, -100, 23, -36, -85, -50, 0, -119, -36, 107, 102, -41, -19, -54, 14, 110, -68, -57, 94"
values_492,17,"{94, 43, 122, 59, 27, 117, -87, -4, -111, -85, 92, 69, 86, 96, 20, -27, 0"
values_881,17,"{3, -61, -116, 51, 49, 35, 35, 12, 97, -95, 31, 61, 40, 102, 99, -115, -106"
values_237,27,"{79, 20, -105, -122, 87, -59, 31, 52, 90, 70, 69, -61, -35, 89, 106, -92, 50, 92, -12, -65, -101, -14, 62, -90, 65, -107, 8"
values_409,15,"{42, -2, 109, -105, -110, -41, 56, 54, 31, 42, -122, 8, 21, 11, -4"
values_108,28,"{43, 103, -96, -18, 13, 79, -94, 63, 69, -46, 37, 106, 30, 20, -26, 98, 109, 108, 43, -33, -84, -38, 25, -15, -118, 109, 1, 116"
values_299,8,"{1, 59, 50, -76, 33, -106, 22, -67"
values_20,25,"{-60, -101, -29, -110, -23, -1, -103, -64, 67, -27, -84, 15, -108, 51, 77, 100, -21, -82, -51, 75, 36, 50, 42, 104, -12"
values_485,7,"{122, -18, 115, -84, 4, 35, -74"
values_303,27,"{114, -59, -68, -62, 16, -80, -100, 121, -47, -115, 95, -60, -18, 61, -99, -45, 22, 8, -35, 14, 12, 30, 2, 96, -88, -126, 2"
values_425,20,"{21, -111, -23, -19, 48, 24, 119, -4, 93, -19, 87, -81, 80, 44, -113, 9, -29, 11, -42, -37"
values_597,18,"{42, -120, 19, 15, -117, 68, 69, 26, 49, 17, -65, -67, 76, 40, 103, -83, -79, 105"
values_517,27,"{83, 108, 7, -4, -86, -55, -50, 97, 116, -92, 53, 28, 120, 23, 32, 9, -73, -64, 1, 38, -16, 70, -62, -61, -75, 36, -123"
values_672,7,"{-74, 90, 94, -25, 108, 81, -39"
values_340,17,"{-33, -14, 41, 61, -67, -74, -35, -85, -1, 33, 41, 60, 36, 112, -103, -5, -88"
values_339,23,"{81, -98, -105, 124, 31, -16, 37, -60, -114, 58, 10, 119, 83, 10, -42, 11, -11, 21, -82, 38, 119, 80, -75"
values_424,7,"{-19, -70, -37, 112, -79, -5, 104"
values_9,11,"{-93, 104, 38, 5, 66, 58, -122, 69, 26, 95, -10"
values_587,25,"{-37, 19, -68, 101, 112, -1, 87, -40, -32, -27, -19, 126, 118, -45, 61, -125, -51, 89, 32, 94, 44, -74, -122, -74, 15"
values_417,5,"{-102, 18, 120, 85, 115"
values_116,14,"{-45, 51, -102, -82, -21, -46, -114, -12, -14, -17, 21, -75, 56, -31"
values_475,5,"{71, -97, -32, -15, 0"
values_184,28,"{-125, -103, 55, -123, -6, -3, 99, 80, -74, 118, -24, 23, -76, 93, 49, 70, 124, 87, 52, -25, -24, 71, 61, 126, 75, 71, -35, -34"
values_223,26,"{-80, 53, -94, -90, 119, -96, -80, -68, 81, 22, 34, -31, -74, -79, -39, -22, 98, 101, 126, 68, -19, -87, -48, -100, -39, -11"
values_804,18,"{20, 125, 42, -106, -87, 89, -95, -105, -21, 36, 107, -123, 115, 7, 1, 63, -56, -15"
values_374,28,"{-116, -30, -21, -100, -34, -107, 49, -67, 50, -64, 6, -49, -104, 47, -51, -62, -78, 4, 78, -48, -6, -3, -26, -14, -35, 82, 22, -2"
values_864,14,"{6, 55, -66, 91, -80, -125, 101, -15, -124, -42, 109, 114, -116, 25"
values_444,7,"{102, 89, 60, -72, -40, -64, -118"
values_92,28,"{-2, 71, 37, -116, -72, -105, -58, 16, 23, -37, 107, -58, -32, 37, -65, -8, 122, 74, 1, -109, -83, -93, 108, 126, 116, 113, 37, -72"
values_773,4,"{-97, -71, 70, 52"
values_131,28,"{0, 24, 65, -81, -98, -42, 1, 22, 47, -29, -109, -2, -5, 81, 95, 46, 10, 34, 86, -124, 58, -124, 101, -111, 115, -28, -69, -106"
values_710,4,"{-16, -67, 123, -11"
values_693,7,"{72, -77, 49, 109, -118, -54, -17"
values_944,9,"{-97, 108, -121, -2, -51, -47, 110, 64, 0"
values_573,9,"{5, -77, -52, 89, -81, 16, -12, -31, -111"
values_712,17,"{-26, 22, 20, 17, 54, -84, -107, -33, 123, -125, 72, -116, 80, -16, -58, 88, -118"
values_718,17,"{-109, -16, 35, 108, -119, -93, 85, 47, -34, 88, -105, 31, 24, -75, 56, 41, -2"
values_3,10,"{-52, -55, -15, -55, -18, 31, 113, 14, -7, -48"
values_805,15,"{42, -74, -74, 34, 111, -118, 72, 56, -13, -101, -40, -72, -98, 48, 41"
values_98,23,"{2, 92, 34, 83, 14, -106, 123, 93, 96, 93, -49, 98, -56, 87, 103, 125, 117, 122, 104, 44, 23, 9, 62"
values_304,26,"{-109, -75, -118, 85, 91, 27, 82, 14, -103, -41, 121, -72, 5, 35, -116, -37, 95, -83, -51, 4, -8, 47, 45, -72, 33, -116"
values_897,3,"{12, 26, -74"
values_153,21,"{-58, -32, 23, -24, -29, -116, 101, -98, 65, -20, -45, -73, 107, 10, 105, -4, -60, 37, 114, -126, -30"
values_368,3,"{-91, -15, 53"
values_689,5,"{56, -17, 27, 84, -11"
values_830,27,"{-76, 95, 9, -101, 87, -35, 102, 12, 98, 109, -7, 6, 85, 122, 106, -102, 6, -35, 111, 97, 76, 104, -52, 44, 102, 37, -84"
values_29,8,"{-125, 89, -94, -63, -91, 89, -75, 66"
values_301,28,"{52, -68, -77, 93, 42, 60, -2, 53, 76, 13, 6, 122, 25, 37, -60, 71, -107, -93, -100, 106, 48, 106, -1, 104, -93, -98, 124, 110"
values_286,17,"{97, 77, 118, -69, 78, 18, -24, -17, -120, -74, 21, -61, 21, -102, -27, -13, 49"
values_580,19,"{110, -74, 43, -27, 43, 31, -126, 114, -44, 57, -20, 110, -90, -23, -28, 13, 61, 24, 122"
values_593,5,"{33, -72, 18, 9, 14"
values_80,18,"{62, 85, -99, 72, -119, -94, 47, -75, -108, 53, -16, 116, 71, 26, -123, 32, -97, -70"
values_416,27,"{54, -52, 10, -20, -19, -28, 10, 70, 9, 120, -63, 40, -109, 8, -40, -57, 2, 55, -52, -123, -52, -33, 104, -9, -55, -117, -115"
values_305,25,"{69, 65, -93, 51, -110, 63, 81, 47, 70, -63, 64, -13, 4, -58, 55, -2, 5, -62, 98, 95, 70, 60, -23, 125, -110"
values_142,27,"{85, 62, 28, -12, 102, -123, 95, 74, -62, -15, 120, 124, 35, -97, -9, -89, -52, -19, 124, 56, -65, -104, 122, 53, 44, -106, -32"
values_800,18,"{-93, 76, 30, 118, 34, -92, 88, 67, 32, -63, -90, 72, 103, 56, -74, -67, 109, -34"
values_661,14,"{-27, 97, -92, 73, 5, -79, 113, -14, 29, -93, -41, 80, -85, -111"
values_73,8,"{87, 89, -76, -18, 113, -121, 86, -36"
values_297,17,"{122, -105, -111, -100, 102, 23, 126, -100, 18, 89, -67, 81, -35, -22, 43, 107, 114"
values_167,16,"{11, -16, -77, -64, -24, 123, -91, 67, 90, 15, -80, -15, 26, 1, -68, -23"
values_594,8,"{119, -90, -99, -2, -1, 57, -126, -52"
values_367,25,"{-126, -23, 6, -58, -73, 41, 100, -76, 87, -67, 97, 107, 47, -3, -61, 13, -74, -21, 122, -119, -67, -31, 46, 110, -46"
values_552,25,"{-84, -3, 97, 83, 72, 8, 72, 110, 97, -103, 38, -3, 1, 100, -63, 81, 37, -13, -6, -8, 25, -63, 18, -15, -2"
values_608,12,"{66, 124, 116, 63, 35, -52, 107, 109, 32, -91, 28, -12"
values_797,24,"{-33, -22, 57, 7, -46, 93, -72, -57, -83, -52, 50, -63, 6, -99, 21, 66, 110, 92, -49, -73, -95, 126, 3, 119"
values_288,8,"{40, -71, -122, -90, -23, 14, 45, 1"
values_764,27,"{18, -33, 16, 124, 47, -18, 11, 68, -10, -118, 105, 71, 54, 49, 117, 31, 101, 76, 43, 49, 28, 110, -20, 99, 29, 60, 104"
values_622,20,"{60, -93, -46, 65, -52, -44, 86, -20, -10, -117, -68, -12, -107, -42, -80, -56, -108, -58, 43, -39"
values_785,17,"{52, 74, 63, -61, -85, -112, 18, 3, -61, -39, -16, 75, -44, 109, -6, -22, -8"
values_676,10,"{62, -37, -64, 15, 118, -23, -85, -97, 0, -12"
values_330,2,"{-51, 2"
values_595,6,"{14, 125, 103, -40, -115, -66"
values_968,8,"{101, -115, -7, 8, -23, 101, -51, -81"
values_503,4,"{-3, 23, 8, 1"
values_378,4,"{58, 86, 88, 11"
values_610,4,"{124, -81, -37, 76"
