;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS
42885;thumbulator;ARMV6-M;qsort;int8_t;827;1.3139966666666667;102.57;36.0;35.0;404327.51;641.0;0.01;3941.99;22462.64;211.0;71.0;81.0;12.0;12.0;49.0;14.0;38.0;111.0;54.0;84.0;94.0;31.0;112.0;77.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1406.0;1936.0;12.024844720496894
42886;thumbulator;ARMV6-M;qsort;int8_t;854;1.2994066666666666;105.0;35.0;35.0;409313.52;636.0;0.01;3898.22;22739.64;210.0;70.0;81.0;12.0;12.0;49.0;14.0;113.0;49.0;35.0;97.0;121.0;119.0;126.0;60.0;30.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1274.0;1756.0;10.906832298136646
42887;thumbulator;ARMV6-M;qsort;int8_t;307;1.3661599999999998;90.42;42.0;35.0;370570.76;654.0;0.01;4098.48;20587.26;217.0;77.0;81.0;12.0;12.0;49.0;14.0;80.0;91.0;82.0;93.0;20.0;17.0;15.0;37.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2829.0;3914.0;24.31055900621118
42888;thumbulator;ARMV6-M;qsort;int8_t;88;1.3599666666666668;92.2;41.0;35.0;376146.57;653.0;0.01;4079.9;20897.03;216.0;76.0;81.0;12.0;12.0;49.0;14.0;17.0;20.0;35.0;26.0;103.0;63.0;42.0;10.0;11.0;13.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2565.0;3554.0;22.074534161490682
42889;thumbulator;ARMV6-M;qsort;int8_t;958;1.40374;90.35;43.0;35.0;380478.78;670.0;0.01;4211.22;21137.71;222.0;78.0;81.0;12.0;12.0;49.0;14.0;21.0;103.0;86.0;110.0;98.0;56.0;21.0;31.0;80.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3478.0;4814.0;29.900621118012424
42890;thumbulator;ARMV6-M;qsort;int8_t;251;1.4325700000000001;83.4;47.0;35.0;358446.9;676.0;0.01;4297.71;19913.72;224.0;82.0;81.0;12.0;12.0;49.0;14.0;87.0;44.0;55.0;27.0;56.0;47.0;58.0;92.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42891;thumbulator;ARMV6-M;qsort;int8_t;902;1.2225933333333334;130.28;27.0;35.0;477830.87;616.0;0.01;3667.78;26546.16;201.0;62.0;81.0;12.0;12.0;49.0;14.0;39.0;13.0;28.0;69.0;73.0;100.0;20.0;81.0;50.0;19.0;0.0;0.0;1.0;0.0;1.0;1.0;161;194.0;263.0;1.6335403726708075
42892;thumbulator;ARMV6-M;qsort;int8_t;680;1.34538;96.03;39.0;35.0;387573.38;650.0;0.01;4036.14;21531.85;214.0;74.0;81.0;12.0;12.0;49.0;14.0;77.0;42.0;36.0;126.0;103.0;79.0;20.0;88.0;119.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1692.0;2332.0;14.48447204968944
42893;thumbulator;ARMV6-M;qsort;int8_t;884;1.2718566666666666;112.66;32.0;35.0;429847.82;629.0;0.01;3815.57;23880.43;206.0;67.0;81.0;12.0;12.0;49.0;14.0;24.0;43.0;108.0;71.0;121.0;82.0;83.0;99.0;99.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;856.0;1180.0;7.329192546583851
42894;thumbulator;ARMV6-M;qsort;int8_t;901;1.2353033333333332;126.25;28.0;35.0;467871.59;620.0;0.01;3705.91;25992.87;202.0;63.0;81.0;12.0;12.0;49.0;14.0;15.0;98.0;72.0;57.0;69.0;75.0;73.0;22.0;100.0;81.0;0.0;0.0;1.0;0.0;1.0;1.0;161;260.0;353.0;2.1925465838509317
42895;thumbulator;ARMV6-M;qsort;int8_t;354;1.3619400000000002;97.37;39.0;35.0;397843.66;658.0;0.01;4085.82;22102.43;217.0;74.0;81.0;12.0;12.0;49.0;14.0;67.0;74.0;14.0;19.0;62.0;57.0;101.0;108.0;12.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2829.0;3914.0;24.31055900621118
42896;thumbulator;ARMV6-M;qsort;int8_t;420;1.4467933333333334;80.71;49.0;35.0;350330.96;679.0;0.01;4340.38;19462.83;226.0;84.0;81.0;12.0;12.0;49.0;14.0;89.0;99.0;108.0;26.0;50.0;66.0;78.0;43.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;4050.0;5606.0;34.81987577639752
42897;thumbulator;ARMV6-M;qsort;int8_t;103;1.41835;89.89;44.0;35.0;382471.15;675.0;0.01;4255.05;21248.4;226.0;79.0;81.0;12.0;12.0;49.0;14.0;115.0;21.0;123.0;61.0;52.0;10.0;17.0;13.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;4050.0;5606.0;34.81987577639752
42898;thumbulator;ARMV6-M;qsort;int8_t;10;1.3116666666666668;105.5;35.0;35.0;415142.47;642.0;0.01;3935.0;23063.47;211.0;70.0;81.0;12.0;12.0;49.0;14.0;68.0;120.0;115.0;97.0;45.0;114.0;32.0;105.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1406.0;1936.0;12.024844720496894
42899;thumbulator;ARMV6-M;qsort;int8_t;474;1.3620466666666666;92.2;41.0;35.0;376722.6;654.0;0.01;4086.14;20929.03;216.0;76.0;81.0;12.0;12.0;49.0;14.0;109.0;101.0;112.0;58.0;38.0;102.0;30.0;101.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2565.0;3554.0;22.074534161490682
42900;thumbulator;ARMV6-M;qsort;int8_t;53;1.3224200000000002;100.74;37.0;35.0;399674.82;643.0;0.01;3967.26;22204.16;213.0;72.0;81.0;12.0;12.0;49.0;14.0;121.0;80.0;15.0;85.0;16.0;82.0;19.0;14.0;88.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1615.0;2224.0;13.813664596273291
42901;thumbulator;ARMV6-M;qsort;int8_t;8;1.3160466666666666;102.57;36.0;35.0;404958.29;642.0;0.01;3948.14;22497.68;211.0;71.0;81.0;12.0;12.0;49.0;14.0;87.0;88.0;94.0;79.0;103.0;82.0;68.0;109.0;28.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1406.0;1936.0;12.024844720496894
42902;thumbulator;ARMV6-M;qsort;int8_t;39;1.3889333333333334;87.5;44.0;35.0;364594.92;661.0;0.01;4166.8;20255.27;220.0;79.0;81.0;12.0;12.0;49.0;14.0;57.0;48.0;30.0;56.0;16.0;125.0;89.0;92.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3137.0;4346.0;26.993788819875775
42903;thumbulator;ARMV6-M;qsort;int8_t;755;1.244;122.5;29.0;35.0;457170.0;622.0;0.01;3732.0;25398.33;203.0;64.0;81.0;12.0;12.0;49.0;14.0;75.0;100.0;13.0;80.0;11.0;69.0;75.0;100.0;22.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;326.0;443.0;2.751552795031056
42904;thumbulator;ARMV6-M;qsort;int8_t;124;1.2783666666666667;109.77;33.0;35.0;420989.56;630.0;0.01;3835.1;23388.31;207.0;68.0;81.0;12.0;12.0;49.0;14.0;19.0;118.0;47.0;61.0;69.0;15.0;56.0;30.0;99.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;988.0;1360.0;8.4472049689441
42905;thumbulator;ARMV6-M;qsort;int8_t;841;1.2566666666666666;119.0;30.0;35.0;448630.27;626.0;0.01;3770.0;24923.9;204.0;65.0;81.0;12.0;12.0;49.0;14.0;26.0;84.0;20.0;89.0;69.0;77.0;69.0;73.0;100.0;22.0;0.0;0.0;1.0;0.0;1.0;1.0;161;392.0;533.0;3.31055900621118
42906;thumbulator;ARMV6-M;qsort;int8_t;510;1.4297466666666665;80.0;49.0;35.0;343139.6;671.0;0.01;4289.24;19063.31;224.0;84.0;81.0;12.0;12.0;49.0;14.0;106.0;80.0;51.0;48.0;32.0;104.0;126.0;59.0;97.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42907;thumbulator;ARMV6-M;qsort;int8_t;989;1.3180966666666667;102.57;36.0;35.0;405589.06;643.0;0.01;3954.29;22532.73;211.0;71.0;81.0;12.0;12.0;49.0;14.0;123.0;67.0;28.0;30.0;113.0;39.0;57.0;11.0;12.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1406.0;1936.0;12.024844720496894
42908;thumbulator;ARMV6-M;qsort;int8_t;706;1.28141;117.42;31.0;35.0;451387.55;636.0;0.01;3844.23;25077.09;208.0;66.0;81.0;12.0;12.0;49.0;14.0;125.0;42.0;83.0;12.0;55.0;123.0;99.0;100.0;12.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1065.0;1468.0;9.118012422360248
42909;thumbulator;ARMV6-M;qsort;int8_t;257;1.2652933333333334;116.29;31.0;35.0;441424.05;628.0;0.01;3795.88;24523.56;206.0;66.0;81.0;12.0;12.0;49.0;14.0;49.0;91.0;93.0;16.0;35.0;15.0;41.0;99.0;100.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;856.0;1180.0;7.329192546583851
42910;thumbulator;ARMV6-M;qsort;int8_t;811;1.2819666666666667;113.75;32.0;35.0;437471.19;634.0;0.01;3845.9;24303.95;208.0;67.0;81.0;12.0;12.0;49.0;14.0;26.0;34.0;66.0;58.0;126.0;70.0;23.0;24.0;99.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1065.0;1468.0;9.118012422360248
42911;thumbulator;ARMV6-M;qsort;int8_t;111;1.3661866666666669;94.94;40.0;35.0;389107.3;658.0;0.01;4098.56;21617.07;217.0;75.0;81.0;12.0;12.0;49.0;14.0;121.0;15.0;57.0;16.0;124.0;15.0;69.0;10.0;11.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2829.0;3914.0;24.31055900621118
42912;thumbulator;ARMV6-M;qsort;int8_t;47;1.3724266666666667;90.83;42.0;35.0;373986.15;657.0;0.01;4117.28;20777.01;218.0;77.0;81.0;12.0;12.0;49.0;14.0;48.0;69.0;44.0;91.0;40.0;92.0;79.0;51.0;11.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2906.0;4022.0;24.981366459627328
42913;thumbulator;ARMV6-M;qsort;int8_t;928;1.25;123.1;29.0;35.0;461637.93;625.0;0.01;3750.0;25646.55;204.0;64.0;81.0;12.0;12.0;49.0;14.0;91.0;92.0;124.0;27.0;12.0;75.0;69.0;100.0;23.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;392.0;533.0;3.31055900621118
42914;thumbulator;ARMV6-M;qsort;int8_t;561;1.2059433333333334;145.83;24.0;35.0;527599.55;615.0;0.01;3617.83;29311.09;200.0;59.0;81.0;12.0;12.0;49.0;14.0;56.0;73.0;73.0;100.0;12.0;100.0;81.0;11.0;;;0.0;0.0;1.0;0.0;1.0;1.0;161;128.0;173.0;1.0745341614906831
42915;thumbulator;ARMV6-M;qsort;int8_t;383;1.42621;83.4;47.0;35.0;356856.16;673.0;0.01;4278.63;19825.34;224.0;82.0;81.0;12.0;12.0;49.0;14.0;44.0;13.0;77.0;127.0;125.0;49.0;103.0;10.0;11.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42916;thumbulator;ARMV6-M;qsort;int8_t;498;1.4325700000000001;83.03;47.0;35.0;356846.69;676.0;0.01;4297.71;19824.82;223.0;82.0;81.0;12.0;12.0;49.0;14.0;48.0;78.0;97.0;30.0;109.0;44.0;24.0;37.0;111.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3632.0;5030.0;31.242236024844722
42917;thumbulator;ARMV6-M;qsort;int8_t;60;1.242;122.5;29.0;35.0;456435.0;621.0;0.01;3726.0;25357.5;203.0;64.0;81.0;12.0;12.0;49.0;14.0;70.0;57.0;61.0;87.0;117.0;75.0;69.0;100.0;23.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;326.0;443.0;2.751552795031056
42918;thumbulator;ARMV6-M;qsort;int8_t;737;1.3308133333333334;98.55;38.0;35.0;393465.16;645.0;0.01;3992.44;21859.18;214.0;73.0;81.0;12.0;12.0;49.0;14.0;29.0;13.0;127.0;115.0;68.0;125.0;25.0;125.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1692.0;2332.0;14.48447204968944
42919;thumbulator;ARMV6-M;qsort;int8_t;624;1.29908;107.57;34.0;35.0;419239.71;638.0;0.01;3897.24;23291.1;209.0;69.0;81.0;12.0;12.0;49.0;14.0;70.0;77.0;28.0;13.0;27.0;29.0;77.0;50.0;39.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1197.0;1648.0;10.236024844720497
42920;thumbulator;ARMV6-M;qsort;int8_t;973;1.4467933333333334;80.71;49.0;35.0;350330.96;679.0;0.01;4340.38;19462.83;226.0;84.0;81.0;12.0;12.0;49.0;14.0;79.0;40.0;76.0;94.0;101.0;42.0;103.0;10.0;116.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;4050.0;5606.0;34.81987577639752
42921;thumbulator;ARMV6-M;qsort;int8_t;472;1.3578000000000001;97.37;39.0;35.0;396634.41;656.0;0.01;4073.4;22035.24;217.0;74.0;81.0;12.0;12.0;49.0;14.0;77.0;10.0;103.0;31.0;20.0;57.0;29.0;11.0;12.0;13.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2829.0;3914.0;24.31055900621118
42922;thumbulator;ARMV6-M;qsort;int8_t;280;1.3329633333333333;95.58;39.0;35.0;382201.41;644.0;0.01;3998.89;21233.41;213.0;74.0;81.0;12.0;12.0;49.0;14.0;126.0;60.0;13.0;110.0;48.0;93.0;108.0;119.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1615.0;2224.0;13.813664596273291
42923;thumbulator;ARMV6-M;qsort;int8_t;389;1.23132;126.25;28.0;35.0;466362.32;618.0;0.01;3693.96;25909.02;202.0;63.0;81.0;12.0;12.0;49.0;14.0;75.0;65.0;77.0;93.0;69.0;75.0;73.0;22.0;100.0;81.0;0.0;0.0;1.0;0.0;1.0;1.0;161;260.0;353.0;2.1925465838509317
42924;thumbulator;ARMV6-M;qsort;int8_t;651;1.2586733333333333;119.58;30.0;35.0;451549.61;627.0;0.01;3776.02;25086.09;205.0;65.0;81.0;12.0;12.0;49.0;14.0;127.0;98.0;43.0;73.0;40.0;85.0;57.0;75.0;73.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;458.0;623.0;3.869565217391304
42925;thumbulator;ARMV6-M;qsort;int8_t;642;1.2779233333333333;113.2;32.0;35.0;433994.56;632.0;0.01;3833.77;24110.81;207.0;67.0;81.0;12.0;12.0;49.0;14.0;75.0;80.0;14.0;21.0;116.0;31.0;117.0;99.0;99.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;988.0;1360.0;8.4472049689441
42926;thumbulator;ARMV6-M;qsort;int8_t;668;1.2864833333333332;110.3;33.0;35.0;425709.19;634.0;0.01;3859.45;23650.51;208.0;68.0;81.0;12.0;12.0;49.0;14.0;17.0;19.0;106.0;115.0;49.0;40.0;90.0;99.0;99.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1065.0;1468.0;9.118012422360248
42927;thumbulator;ARMV6-M;qsort;int8_t;551;1.2526533333333334;119.58;30.0;35.0;449389.09;624.0;0.01;3757.96;24966.06;205.0;65.0;81.0;12.0;12.0;49.0;14.0;120.0;85.0;58.0;93.0;90.0;23.0;31.0;69.0;73.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;458.0;623.0;3.869565217391304
42928;thumbulator;ARMV6-M;qsort;int8_t;750;1.2799433333333332;113.2;32.0;35.0;434681.26;633.0;0.01;3839.83;24148.96;207.0;67.0;81.0;12.0;12.0;49.0;14.0;57.0;25.0;47.0;104.0;99.0;14.0;114.0;99.0;100.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;988.0;1360.0;8.4472049689441
42929;thumbulator;ARMV6-M;qsort;int8_t;592;1.3078466666666666;102.08;36.0;35.0;400527.91;638.0;0.01;3923.54;22251.55;210.0;71.0;81.0;12.0;12.0;49.0;14.0;64.0;26.0;93.0;102.0;18.0;32.0;57.0;117.0;96.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1274.0;1756.0;10.906832298136646
42930;thumbulator;ARMV6-M;qsort;int8_t;89;1.3034933333333334;104.5;35.0;35.0;408645.43;638.0;0.01;3910.48;22702.52;209.0;70.0;81.0;12.0;12.0;49.0;14.0;126.0;92.0;122.0;83.0;68.0;124.0;98.0;120.0;116.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1197.0;1648.0;10.236024844720497
42931;thumbulator;ARMV6-M;qsort;int8_t;411;1.3390666666666666;98.09;38.0;35.0;394055.23;649.0;0.01;4017.2;21891.96;213.0;73.0;81.0;12.0;12.0;49.0;14.0;92.0;42.0;81.0;115.0;48.0;38.0;27.0;37.0;89.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1615.0;2224.0;13.813664596273291
42932;thumbulator;ARMV6-M;qsort;int8_t;620;1.3786933333333333;91.25;42.0;35.0;377417.22;660.0;0.01;4136.08;20967.62;219.0;77.0;81.0;12.0;12.0;49.0;14.0;77.0;14.0;92.0;31.0;52.0;101.0;40.0;28.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3060.0;4238.0;26.322981366459626
42933;thumbulator;ARMV6-M;qsort;int8_t;357;1.3662133333333335;92.62;41.0;35.0;379624.08;656.0;0.01;4098.64;21090.23;217.0;76.0;81.0;12.0;12.0;49.0;14.0;58.0;115.0;100.0;48.0;100.0;56.0;21.0;22.0;103.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2829.0;3914.0;24.31055900621118
42934;thumbulator;ARMV6-M;qsort;int8_t;247;1.4116733333333336;84.46;46.0;35.0;357675.04;668.0;0.01;4235.02;19870.84;222.0;81.0;81.0;12.0;12.0;49.0;14.0;11.0;68.0;44.0;64.0;59.0;33.0;75.0;45.0;106.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3478.0;4814.0;29.900621118012424
42935;thumbulator;ARMV6-M;qsort;int8_t;692;1.2109133333333333;140.0;25.0;35.0;508583.28;615.0;0.01;3632.74;28254.63;200.0;60.0;81.0;12.0;12.0;49.0;14.0;101.0;89.0;73.0;73.0;100.0;12.0;100.0;50.0;11.0;;0.0;0.0;1.0;0.0;1.0;1.0;161;128.0;173.0;1.0745341614906831
42936;thumbulator;ARMV6-M;qsort;int8_t;572;1.3535066666666666;99.01;38.0;35.0;402045.39;656.0;0.01;4060.52;22335.86;215.0;73.0;81.0;12.0;12.0;49.0;14.0;51.0;46.0;112.0;63.0;65.0;97.0;91.0;11.0;12.0;13.0;0.0;0.0;1.0;0.0;1.0;1.0;161;2488.0;3446.0;21.403726708074533
42937;thumbulator;ARMV6-M;qsort;int8_t;757;1.2372966666666667;126.25;28.0;35.0;468626.22;621.0;0.01;3711.89;26034.79;202.0;63.0;81.0;12.0;12.0;49.0;14.0;24.0;108.0;60.0;109.0;69.0;75.0;73.0;23.0;100.0;81.0;0.0;0.0;1.0;0.0;1.0;1.0;161;260.0;353.0;2.1925465838509317
42938;thumbulator;ARMV6-M;qsort;int8_t;566;1.3995499999999998;90.35;43.0;35.0;379343.03;668.0;0.01;4198.65;21074.61;222.0;78.0;81.0;12.0;12.0;49.0;14.0;23.0;53.0;20.0;39.0;126.0;85.0;53.0;76.0;43.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3478.0;4814.0;29.900621118012424
42939;thumbulator;ARMV6-M;qsort;int8_t;216;1.4203266666666665;87.11;45.0;35.0;371178.66;674.0;0.01;4260.98;20621.04;224.0;80.0;81.0;12.0;12.0;49.0;14.0;114.0;90.0;56.0;101.0;114.0;114.0;57.0;23.0;99.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42940;thumbulator;ARMV6-M;qsort;int8_t;951;1.2069733333333335;140.0;25.0;35.0;506929.35;613.0;0.01;3620.92;28162.74;200.0;60.0;81.0;12.0;12.0;49.0;14.0;23.0;84.0;73.0;73.0;100.0;12.0;100.0;50.0;11.0;;0.0;0.0;1.0;0.0;1.0;1.0;161;128.0;173.0;1.0745341614906831
42941;thumbulator;ARMV6-M;qsort;int8_t;910;1.2225933333333334;130.28;27.0;35.0;477830.87;616.0;0.01;3667.78;26546.16;201.0;62.0;81.0;12.0;12.0;49.0;14.0;93.0;52.0;38.0;75.0;69.0;73.0;100.0;100.0;81.0;50.0;0.0;0.0;1.0;0.0;1.0;1.0;161;194.0;263.0;1.6335403726708075
42942;thumbulator;ARMV6-M;qsort;int8_t;338;1.2868633333333335;107.57;34.0;35.0;415297.02;632.0;0.01;3860.59;23072.06;209.0;69.0;81.0;12.0;12.0;49.0;14.0;59.0;18.0;115.0;52.0;69.0;94.0;125.0;34.0;10.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1197.0;1648.0;10.236024844720497
42943;thumbulator;ARMV6-M;qsort;int8_t;461;1.2759;113.2;32.0;35.0;433307.86;631.0;0.01;3827.7;24072.66;207.0;67.0;81.0;12.0;12.0;49.0;14.0;11.0;100.0;64.0;119.0;117.0;120.0;78.0;100.0;99.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;988.0;1360.0;8.4472049689441
42944;thumbulator;ARMV6-M;qsort;int8_t;730;1.3098966666666667;102.08;36.0;35.0;401155.69;639.0;0.01;3929.69;22286.43;210.0;71.0;81.0;12.0;12.0;49.0;14.0;68.0;88.0;77.0;106.0;64.0;61.0;54.0;33.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1274.0;1756.0;10.906832298136646
42945;thumbulator;ARMV6-M;qsort;int8_t;734;1.4325700000000001;83.4;47.0;35.0;358446.9;676.0;0.01;4297.71;19913.72;224.0;82.0;81.0;12.0;12.0;49.0;14.0;121.0;65.0;62.0;68.0;64.0;90.0;86.0;115.0;124.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42946;thumbulator;ARMV6-M;qsort;int8_t;51;1.37246;93.48;41.0;35.0;384875.0;659.0;0.01;4117.38;21381.94;219.0;76.0;81.0;12.0;12.0;49.0;14.0;75.0;87.0;67.0;66.0;118.0;21.0;83.0;10.0;11.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3060.0;4238.0;26.322981366459626
42947;thumbulator;ARMV6-M;qsort;int8_t;678;1.2586733333333333;120.17;30.0;35.0;453752.29;627.0;0.01;3776.02;25208.46;206.0;65.0;81.0;12.0;12.0;49.0;14.0;76.0;33.0;22.0;81.0;101.0;22.0;103.0;99.0;99.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;856.0;1180.0;7.329192546583851
42948;thumbulator;ARMV6-M;qsort;int8_t;327;1.3370033333333333;98.09;38.0;35.0;393448.05;648.0;0.01;4011.01;21858.23;213.0;73.0;81.0;12.0;12.0;49.0;14.0;75.0;89.0;93.0;53.0;26.0;64.0;28.0;28.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1615.0;2224.0;13.813664596273291
42949;thumbulator;ARMV6-M;qsort;int8_t;473;1.22061;130.28;27.0;35.0;477055.17;615.0;0.01;3661.83;26503.07;201.0;62.0;81.0;12.0;12.0;49.0;14.0;49.0;82.0;26.0;75.0;69.0;73.0;100.0;100.0;81.0;50.0;0.0;0.0;1.0;0.0;1.0;1.0;161;194.0;263.0;1.6335403726708075
42950;thumbulator;ARMV6-M;qsort;int8_t;453;1.42665;87.11;45.0;35.0;372830.79;677.0;0.01;4279.95;20712.82;224.0;80.0;81.0;12.0;12.0;49.0;14.0;69.0;14.0;112.0;78.0;26.0;108.0;31.0;52.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3709.0;5138.0;31.91304347826087
42951;thumbulator;ARMV6-M;qsort;int8_t;154;1.2819666666666667;113.75;32.0;35.0;437471.19;634.0;0.01;3845.9;24303.95;208.0;67.0;81.0;12.0;12.0;49.0;14.0;73.0;125.0;113.0;123.0;32.0;13.0;13.0;19.0;99.0;99.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1065.0;1468.0;9.118012422360248
42952;thumbulator;ARMV6-M;qsort;int8_t;452;1.27388;112.66;32.0;35.0;430531.2;630.0;0.01;3821.64;23918.4;206.0;67.0;81.0;12.0;12.0;49.0;14.0;67.0;127.0;63.0;121.0;72.0;71.0;22.0;99.0;99.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;856.0;1180.0;7.329192546583851
42953;thumbulator;ARMV6-M;qsort;int8_t;221;1.4389266666666667;84.15;47.0;35.0;363252.26;679.0;0.01;4316.78;20180.68;226.0;82.0;81.0;12.0;12.0;49.0;14.0;95.0;75.0;107.0;39.0;50.0;112.0;14.0;107.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;4050.0;5606.0;34.81987577639752
42954;thumbulator;ARMV6-M;qsort;int8_t;323;1.242;122.5;29.0;35.0;456435.0;621.0;0.01;3726.0;25357.5;203.0;64.0;81.0;12.0;12.0;49.0;14.0;46.0;16.0;36.0;122.0;97.0;69.0;75.0;100.0;22.0;100.0;0.0;0.0;1.0;0.0;1.0;1.0;161;326.0;443.0;2.751552795031056
42955;thumbulator;ARMV6-M;qsort;int8_t;844;1.32875;97.63;38.0;35.0;389183.59;644.0;0.01;3986.25;21621.31;212.0;73.0;81.0;12.0;12.0;49.0;14.0;40.0;20.0;102.0;59.0;31.0;32.0;33.0;12.0;21.0;10.0;0.0;0.0;1.0;0.0;1.0;1.0;161;1483.0;2044.0;12.695652173913043
42956;thumbulator;ARMV6-M;qsort;int8_t;673;1.4057433333333331;88.3;44.0;35.0;372362.18;669.0;0.01;4217.23;20686.79;222.0;79.0;81.0;12.0;12.0;49.0;14.0;46.0;57.0;116.0;119.0;66.0;84.0;113.0;10.0;11.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3478.0;4814.0;29.900621118012424
42957;thumbulator;ARMV6-M;qsort;int8_t;427;1.4076833333333334;86.33;45.0;35.0;364589.81;668.0;0.01;4223.05;20254.99;222.0;80.0;81.0;12.0;12.0;49.0;14.0;65.0;43.0;94.0;112.0;29.0;43.0;88.0;83.0;10.0;11.0;0.0;0.0;1.0;0.0;1.0;1.0;161;3478.0;4814.0;29.900621118012424
42958;thumbulator;ARMV6-M;qsort;int8_t;933;1.2673066666666666;116.29;31.0;35.0;442126.96;629.0;0.01;3801.92;24562.61;206.0;66.0;81.0;12.0;12.0;49.0;14.0;67.0;116.0;88.0;32.0;78.0;75.0;101.0;99.0;100.0;12.0;0.0;0.0;1.0;0.0;1.0;1.0;161;856.0;1180.0;7.329192546583851
